,name,meal-type,specific,net-carbs,Type,calories,Unit,serving,Ingredients,Nutrients,Method,Time,Difficulty,link
120,Protein breakfast wraps,Breakfast,High-Protien,10.0,High-protein low carb, 356kcal,US,4,"[(['4'], 'large eggs'), (['5 oz. ', '(1¼ cups)'], ' mozzarella cheese, shredded'), (['1 tbsp'], ' ground psyllium husk powder'), (['4 tbsp'], ' whey protein isolate (unflavored) or pea protein powder (unflavored)'), (['1 pinch'], ' salt'), (['4 tsp'], ' Dijon mustard (optional)'), (['4'], ' lettuce leaves'), (['1 cup ', '(7½ oz.)'], ' cottage cheese'), (['5 oz.'], ' deli turkey'), ('4', 'large eggs', ' '), ('4', 'tomatoes sliced', ' ')]","{'Net-carbs': (' 10g ', '12%'), 'Protien': (' 37g ', '44%'), 'Fat': (' 17g ', '44%'), 'Fiber': '7g', 'Total-Carb': '17g'}","Preheat the oven to 345°F (175°C) and line a baking sheet with parchment paper.,Place all the wrap ingredients in a food processor. Blend until smooth.,Use a spatula to spread the batter into about 7"" (18 cm) circles onto the prepared baking sheet. The thinner you make them, the more flexible they will be when rolling or folding. If you're making more than two, you will probably need to bake the wraps in batches. ,Bake for 5 minutes or until the batter has set. Remove from the oven. Use a spatula to gently remove the wraps from the baking sheet.,If you like a charred look and a crunchier texture, fry the tortillas in a dry, hot pan before serving. ,Place one lettuce leaf on each tortilla and top with tomato, cottage cheese, and deli turkey. Season with salt and pepper to taste.,Wrap it by folding the bottom part up first, and then fold the left and right sides in towards the middle. Eat and enjoy!",20 m,Easy,https://www.dietdoctor.com/recipes/protein-breakfast-wraps
121,Protein breakfast wraps,Breakfast,Vegetarian,10.0,High-protein low carb, 356kcal,US,4,"[(['4'], 'large eggs'), (['5 oz. ', '(1¼ cups)'], ' mozzarella cheese, shredded'), (['1 tbsp'], ' ground psyllium husk powder'), (['4 tbsp'], ' whey protein isolate (unflavored) or pea protein powder (unflavored)'), (['1 pinch'], ' salt'), (['4 tsp'], ' Dijon mustard (optional)'), (['4'], ' lettuce leaves'), (['1 cup ', '(7½ oz.)'], ' cottage cheese'), (['5 oz.'], ' deli turkey'), ('4', 'large eggs', ' '), ('4', 'tomatoes sliced', ' ')]","{'Net-carbs': (' 10g ', '12%'), 'Protien': (' 37g ', '44%'), 'Fat': (' 17g ', '44%'), 'Fiber': '7g', 'Total-Carb': '17g'}","Preheat the oven to 345°F (175°C) and line a baking sheet with parchment paper.,Place all the wrap ingredients in a food processor. Blend until smooth.,Use a spatula to spread the batter into about 7"" (18 cm) circles onto the prepared baking sheet. The thinner you make them, the more flexible they will be when rolling or folding. If you're making more than two, you will probably need to bake the wraps in batches. ,Bake for 5 minutes or until the batter has set. Remove from the oven. Use a spatula to gently remove the wraps from the baking sheet.,If you like a charred look and a crunchier texture, fry the tortillas in a dry, hot pan before serving. ,Place one lettuce leaf on each tortilla and top with tomato, cottage cheese, and deli turkey. Season with salt and pepper to taste.,Wrap it by folding the bottom part up first, and then fold the left and right sides in towards the middle. Eat and enjoy!",20 m,Easy,https://www.dietdoctor.com/recipes/protein-breakfast-wraps
122,Crispy bacon & kale with fried eggs,Breakfast,High-Protien,2.0,High-protein Ketogenic, 389kcal,US,2,"[(['4 oz.'], ' bacon, chopped into bite size pieces'), (['12 oz.'], ' kale, chopped'), (['2'], 'eggs'), ('2', 'eggs', ' ')]","{'Net-carbs': (' 2g ', '2%'), 'Protien': (' 30g ', '32%'), 'Fat': (' 27g ', '66%'), 'Fiber': '7g', 'Total-Carb': '9g'}","Place bacon in a large pan and fry over medium heat for about 10 minutes, or until crispy. Set bacon aside.,Next, add the kale to the pan, season with salt and pepper to taste and combine well. Cook for a few minutes, then remove from pan.,In the same skillet, crack the eggs and season with salt and pepper. Fry for a few minutes, until they reach the desired consistency.,Layer each plate with kale, topped with bacon, and finish with the egg on top.",5  + 20 m,Easy,https://www.dietdoctor.com/recipes/crispy-bacon-kale-with-fried-eggs
123,3-ingredient egg cups,Breakfast,High-Protien,2.0,High-protein Ketogenic, 328kcal,US,1,"[(['1 tsp'], ' butter'), (['2'], 'large eggs'), (['1¼ oz.'], ' smoked deli ham, chopped'), (['¼ cup ', '(1 oz.)'], ' cheddar cheese, grated'), ('2', 'large eggs', ' ')]","{'Net-carbs': (' 2g ', '2%'), 'Protien': (' 25g ', '31%'), 'Fat': (' 24g ', '67%'), 'Fiber': '0g', 'Total-Carb': '2g'}","If not using a microwave, preheat the oven to 400°F (200°C).,Grease one mug or ramekin per serving with butter.,Beat the eggs with a fork in the mug. Season with salt and pepper.,Add the chopped ham and grated cheese and mix well.,Microwave on high for 90 seconds to 2 minutes, or cook in the oven for 15 minutes or until the cheese has melted and the eggs are firm.",7 m,Easy,https://www.dietdoctor.com/recipes/3-ingredient-egg-cups
124,Crustless keto broccoli and bacon quiche,Breakfast,High-Protien,5.0,High-protein Ketogenic, 509kcal,US,4,"[(['1 tsp'], ' butter, for greasing'), (['4 oz.'], ' bacon'), (['8'], 'eggs'), (['½ cup'], 'heavy whipping cream'), (['½ tbsp'], 'Italian seasoning'), (['½ tbsp'], ' onion powder'), (['½ tsp'], ' salt'), (['4 oz. ', '(1¼ cups)'], ', cut into florets'), (['6 oz. ', '(1½ cups)'], ' mozzarella cheese'), ('8', 'eggs', ' ')]","{'Net-carbs': (' 5g ', '4%'), 'Protien': (' 32g ', '25%'), 'Fat': (' 40g ', '71%'), 'Fiber': '1g', 'Total-Carb': '6g'}","Preheat oven to 350 F° (175 C°). Grease a 9"" (23 cm) pie plate with butter. ,Place the bacon in a cold skillet. Cook over medium heat until crispy, turning occasionally to brown evenly. Drain the bacon on a paper towel-lined plate, and then cut the bacon into small pieces. Set aside.,In a medium-sized bowl, whisk together the eggs, cream, and seasonings until well combined.,Add the broccoli and bacon pieces to the pie plate. Pour the egg mixture over the broccoli and bacon and sprinkle the cheese on top.,Bake on the middle rack for 20-30 minutes, or until golden brown. Cool for 5 minutes before serving.",40 m,Medium,https://www.dietdoctor.com/recipes/crustless-keto-broccoli-and-bacon-quiche
125,Crustless keto broccoli and bacon quiche,Lunch,High-Protien,5.0,High-protein Ketogenic, 509kcal,US,4,"[(['1 tsp'], ' butter, for greasing'), (['4 oz.'], ' bacon'), (['8'], 'eggs'), (['½ cup'], 'heavy whipping cream'), (['½ tbsp'], 'Italian seasoning'), (['½ tbsp'], ' onion powder'), (['½ tsp'], ' salt'), (['4 oz. ', '(1¼ cups)'], ', cut into florets'), (['6 oz. ', '(1½ cups)'], ' mozzarella cheese'), ('8', 'eggs', ' ')]","{'Net-carbs': (' 5g ', '4%'), 'Protien': (' 32g ', '25%'), 'Fat': (' 40g ', '71%'), 'Fiber': '1g', 'Total-Carb': '6g'}","Preheat oven to 350 F° (175 C°). Grease a 9"" (23 cm) pie plate with butter. ,Place the bacon in a cold skillet. Cook over medium heat until crispy, turning occasionally to brown evenly. Drain the bacon on a paper towel-lined plate, and then cut the bacon into small pieces. Set aside.,In a medium-sized bowl, whisk together the eggs, cream, and seasonings until well combined.,Add the broccoli and bacon pieces to the pie plate. Pour the egg mixture over the broccoli and bacon and sprinkle the cheese on top.,Bake on the middle rack for 20-30 minutes, or until golden brown. Cool for 5 minutes before serving.",40 m,Medium,https://www.dietdoctor.com/recipes/crustless-keto-broccoli-and-bacon-quiche
126,Cured salmon with scrambled eggs and chives,Breakfast,High-Protien,2.0,High-protein Ketogenic, 726kcal,US,1,"[(['2'], 'eggs'), (['2 tbsp'], ' butter'), (['¼ cup'], 'heavy whipping cream'), (['1 tbsp'], ' fresh chives, chopped'), (['2 oz.'], ' or smoked salmon'), ('2', 'eggs', ' ')]","{'Net-carbs': (' 2g ', '1%'), 'Protien': (' 48g ', '26%'), 'Fat': (' 59g ', '73%'), 'Fiber': '0g', 'Total-Carb': '2g'}","Whisk the eggs thoroughly. Melt the butter in a pan, and then stir in the eggs. Add the cream and heat carefully while stirring.,Let the mixture simmer over low heat for a few minutes while stirring constantly to make the eggs creamy.,Season with chopped chives, salt, and freshly ground pepper. Serve with a few slices of ,.",12 m,Easy,https://www.dietdoctor.com/recipes/cured-salmon-scrambled-eggs-chives
127,Cured salmon with scrambled eggs and chives,Lunch,High-Protien,2.0,High-protein Ketogenic, 726kcal,US,1,"[(['2'], 'eggs'), (['2 tbsp'], ' butter'), (['¼ cup'], 'heavy whipping cream'), (['1 tbsp'], ' fresh chives, chopped'), (['2 oz.'], ' or smoked salmon'), ('2', 'eggs', ' ')]","{'Net-carbs': (' 2g ', '1%'), 'Protien': (' 48g ', '26%'), 'Fat': (' 59g ', '73%'), 'Fiber': '0g', 'Total-Carb': '2g'}","Whisk the eggs thoroughly. Melt the butter in a pan, and then stir in the eggs. Add the cream and heat carefully while stirring.,Let the mixture simmer over low heat for a few minutes while stirring constantly to make the eggs creamy.,Season with chopped chives, salt, and freshly ground pepper. Serve with a few slices of ,.",12 m,Easy,https://www.dietdoctor.com/recipes/cured-salmon-scrambled-eggs-chives
128,Keto meatloaf muffins,Breakfast,High-Protien,2.0,High-protein Ketogenic, 283kcal,US,6,"[(['1½ lbs'], ' ground beef or ground turkey'), (['2'], 'lightly beaten large eggs'), (['2 tbsp'], 'Italian seasoning'), (['½ cup ', '(2 oz.)'], ' shredded mozzarella cheese'), (['¼ cup'], ' grated parmesan cheese (optional)'), ('2', ' diced finely', ' ')]","{'Net-carbs': (' 2g ', '3%'), 'Protien': (' 26g ', '38%'), 'Fat': (' 18g ', '59%'), 'Fiber': '0g', 'Total-Carb': '2g'}","Preheat the oven to 350°F (180°C).,Place the onion, meat, eggs, Italian seasoning, salt, and pepper in a large bowl.,Mix all the ingredients with your hands and place a small handful of the meatloaf mixture into muffin trays (2 per serving). Press gently; otherwise, they will turn into meatballs.,Cover with the grated cheese, and sprinkle with grated parmesan if desired.,Cook in the oven for 20-30 minutes or until meat reaches 165°F (75°C).",10  + 20 m,Easy,https://www.dietdoctor.com/recipes/keto-meatloaf-muffins
129,Keto meatloaf muffins,Snacks,High-Protien,2.0,High-protein Ketogenic, 283kcal,US,6,"[(['1½ lbs'], ' ground beef or ground turkey'), (['2'], 'lightly beaten large eggs'), (['2 tbsp'], 'Italian seasoning'), (['½ cup ', '(2 oz.)'], ' shredded mozzarella cheese'), (['¼ cup'], ' grated parmesan cheese (optional)'), ('2', ' diced finely', ' ')]","{'Net-carbs': (' 2g ', '3%'), 'Protien': (' 26g ', '38%'), 'Fat': (' 18g ', '59%'), 'Fiber': '0g', 'Total-Carb': '2g'}","Preheat the oven to 350°F (180°C).,Place the onion, meat, eggs, Italian seasoning, salt, and pepper in a large bowl.,Mix all the ingredients with your hands and place a small handful of the meatloaf mixture into muffin trays (2 per serving). Press gently; otherwise, they will turn into meatballs.,Cover with the grated cheese, and sprinkle with grated parmesan if desired.,Cook in the oven for 20-30 minutes or until meat reaches 165°F (75°C).",10  + 20 m,Easy,https://www.dietdoctor.com/recipes/keto-meatloaf-muffins
130,Keto Croque Madame,Breakfast,High-Protien,6.0,High-protein Ketogenic, 496kcal,US,2,"[(['1 cup ', '(7½ oz.)'], ' cottage cheese'), (['4'], 'eggs'), (['1 tbsp'], ' ground psyllium husk powder'), (['1 tbsp'], ' butter'), (['4 oz.'], ' smoked deli ham'), (['1½ oz. ', '(6 tbsp)'], ' sliced cheddar cheese or other cheese of your liking'), (['2'], 'eggs'), ('4', 'eggs', ' '), ('2', 'finely chopped red onions', ' ')]","{'Net-carbs': (' 6g ', '5%'), 'Protien': (' 43g ', '35%'), 'Fat': (' 32g ', '60%'), 'Fiber': '4g', 'Total-Carb': '10g'}","Whisk the eggs in a bowl. Mix in the cottage cheese. Add ground psyllium husk powder while stirring to incorporate it smoothly, without lumps. Let the mixture rest for five minutes until the batter has thickened.,Place a frying pan over medium heat. Add the butter and fry the batter like small pancakes for a couple of minutes on each side until they are golden. Make two pancakes per serving.,Assemble a sandwich with sliced ham and cheese between two warm pancakes. Add finely chopped onion on top.,Fry an egg in the same pan as your linking. ,Serve the Croque Madame warm with the fried eggs on top.",25 m,Medium,https://www.dietdoctor.com/recipes/keto-croque-madame
131,Keto Croque Madame,Lunch,High-Protien,6.0,High-protein Ketogenic, 496kcal,US,2,"[(['1 cup ', '(7½ oz.)'], ' cottage cheese'), (['4'], 'eggs'), (['1 tbsp'], ' ground psyllium husk powder'), (['1 tbsp'], ' butter'), (['4 oz.'], ' smoked deli ham'), (['1½ oz. ', '(6 tbsp)'], ' sliced cheddar cheese or other cheese of your liking'), (['2'], 'eggs'), ('4', 'eggs', ' '), ('2', 'finely chopped red onions', ' ')]","{'Net-carbs': (' 6g ', '5%'), 'Protien': (' 43g ', '35%'), 'Fat': (' 32g ', '60%'), 'Fiber': '4g', 'Total-Carb': '10g'}","Whisk the eggs in a bowl. Mix in the cottage cheese. Add ground psyllium husk powder while stirring to incorporate it smoothly, without lumps. Let the mixture rest for five minutes until the batter has thickened.,Place a frying pan over medium heat. Add the butter and fry the batter like small pancakes for a couple of minutes on each side until they are golden. Make two pancakes per serving.,Assemble a sandwich with sliced ham and cheese between two warm pancakes. Add finely chopped onion on top.,Fry an egg in the same pan as your linking. ,Serve the Croque Madame warm with the fried eggs on top.",25 m,Medium,https://www.dietdoctor.com/recipes/keto-croque-madame
132,Keto Caprese omelet,Breakfast,High-Protien,4.0,High-protein Ketogenic, 533kcal,US,2,"[(['6'], 'eggs'), (['1 tbsp'], ' chopped fresh basil or 1 tsp dried basil'), (['2 tbsp'], ' olive oil'), (['3 oz.'], 'tomatoes cut in slices'), (['5 oz. ', '(1¼ cups)'], ' fresh mozzarella cheese, diced or sliced'), ('6', 'eggs', ' ')]","{'Net-carbs': (' 4g ', '3%'), 'Protien': (' 33g ', '25%'), 'Fat': (' 42g ', '72%'), 'Fiber': '1g', 'Total-Carb': '5g'}","Crack the eggs into a mixing bowl, add salt and black pepper to taste.,Whisk well with a fork until fully combined. Add basil and stir.,Heat oil in a large frying pan over medium heat. Fry the tomatoes for a few minutes.,Pour the egg batter over the tomatoes. Wait until the batter is slightly firm before adding the mozzarella cheese.,Lower the heat and cook until the omelet has set. Serve right away and enjoy!",20 m,Easy,https://www.dietdoctor.com/recipes/keto-caprese-omelet
133,Keto Caprese omelet,Breakfast,Vegetarian,4.0,High-protein Ketogenic, 533kcal,US,2,"[(['6'], 'eggs'), (['1 tbsp'], ' chopped fresh basil or 1 tsp dried basil'), (['2 tbsp'], ' olive oil'), (['3 oz.'], 'tomatoes cut in slices'), (['5 oz. ', '(1¼ cups)'], ' fresh mozzarella cheese, diced or sliced'), ('6', 'eggs', ' ')]","{'Net-carbs': (' 4g ', '3%'), 'Protien': (' 33g ', '25%'), 'Fat': (' 42g ', '72%'), 'Fiber': '1g', 'Total-Carb': '5g'}","Crack the eggs into a mixing bowl, add salt and black pepper to taste.,Whisk well with a fork until fully combined. Add basil and stir.,Heat oil in a large frying pan over medium heat. Fry the tomatoes for a few minutes.,Pour the egg batter over the tomatoes. Wait until the batter is slightly firm before adding the mozzarella cheese.,Lower the heat and cook until the omelet has set. Serve right away and enjoy!",20 m,Easy,https://www.dietdoctor.com/recipes/keto-caprese-omelet
134,Keto Caprese omelet,Lunch,High-Protien,4.0,High-protein Ketogenic, 533kcal,US,2,"[(['6'], 'eggs'), (['1 tbsp'], ' chopped fresh basil or 1 tsp dried basil'), (['2 tbsp'], ' olive oil'), (['3 oz.'], 'tomatoes cut in slices'), (['5 oz. ', '(1¼ cups)'], ' fresh mozzarella cheese, diced or sliced'), ('6', 'eggs', ' ')]","{'Net-carbs': (' 4g ', '3%'), 'Protien': (' 33g ', '25%'), 'Fat': (' 42g ', '72%'), 'Fiber': '1g', 'Total-Carb': '5g'}","Crack the eggs into a mixing bowl, add salt and black pepper to taste.,Whisk well with a fork until fully combined. Add basil and stir.,Heat oil in a large frying pan over medium heat. Fry the tomatoes for a few minutes.,Pour the egg batter over the tomatoes. Wait until the batter is slightly firm before adding the mozzarella cheese.,Lower the heat and cook until the omelet has set. Serve right away and enjoy!",20 m,Easy,https://www.dietdoctor.com/recipes/keto-caprese-omelet
135,Keto Caprese omelet,Lunch,Vegetarian,4.0,High-protein Ketogenic, 533kcal,US,2,"[(['6'], 'eggs'), (['1 tbsp'], ' chopped fresh basil or 1 tsp dried basil'), (['2 tbsp'], ' olive oil'), (['3 oz.'], 'tomatoes cut in slices'), (['5 oz. ', '(1¼ cups)'], ' fresh mozzarella cheese, diced or sliced'), ('6', 'eggs', ' ')]","{'Net-carbs': (' 4g ', '3%'), 'Protien': (' 33g ', '25%'), 'Fat': (' 42g ', '72%'), 'Fiber': '1g', 'Total-Carb': '5g'}","Crack the eggs into a mixing bowl, add salt and black pepper to taste.,Whisk well with a fork until fully combined. Add basil and stir.,Heat oil in a large frying pan over medium heat. Fry the tomatoes for a few minutes.,Pour the egg batter over the tomatoes. Wait until the batter is slightly firm before adding the mozzarella cheese.,Lower the heat and cook until the omelet has set. Serve right away and enjoy!",20 m,Easy,https://www.dietdoctor.com/recipes/keto-caprese-omelet
